epoch,iteration,loss,time
1,0,0.4055030345916748,1.4293053150177002
1,1,0.36925753951072693,1.1711351871490479
1,2,0.2897031307220459,1.1804842948913574
1,3,0.26148721575737,1.2008795738220215
1,4,0.22354137897491455,1.160710334777832
1,5,0.1657903492450714,1.1694328784942627
1,6,0.14312893152236938,1.1892833709716797
1,7,0.13612782955169678,1.174231767654419
1,8,0.13125541806221008,1.1878294944763184
1,9,0.13107408583164215,1.1893901824951172
1,10,0.12195776402950287,1.2082748413085938
1,11,0.1079258844256401,1.204793930053711
1,12,0.11268075555562973,0.6304013729095459
2,0,0.10622692108154297,1.1892075538635254
2,1,0.09886913001537323,1.2268869876861572
2,2,0.09923426806926727,1.1971890926361084
2,3,0.0933653712272644,1.1769788265228271
2,4,0.09916632622480392,1.2003514766693115
2,5,0.09102827310562134,1.1874799728393555
2,6,0.08526452630758286,1.2007315158843994
2,7,0.08607533574104309,1.1936137676239014
2,8,0.07959037274122238,1.2066454887390137
2,9,0.0827958881855011,1.2233760356903076
2,10,0.07110650837421417,1.2237651348114014
2,11,0.07671713083982468,1.2292733192443848
2,12,0.0770648866891861,0.6387124061584473
3,0,0.06962662935256958,1.2099833488464355
3,1,0.0676673874258995,1.2140774726867676
3,2,0.06613048911094666,1.227051019668579
3,3,0.06893517822027206,1.2330970764160156
3,4,0.06334417313337326,1.2201213836669922
3,5,0.060572292655706406,1.2370851039886475
3,6,0.06192641705274582,1.2160618305206299
3,7,0.06236959621310234,1.2279117107391357
3,8,0.05413783714175224,1.2150962352752686
3,9,0.056847792118787766,1.2158863544464111
3,10,0.05595426261425018,1.23814058303833
3,11,0.057543136179447174,1.2377336025238037
3,12,0.05222468823194504,0.6342039108276367
4,0,0.056248605251312256,1.2186124324798584
4,1,0.05085526034235954,1.226729393005371
4,2,0.05210941284894943,1.2216031551361084
4,3,0.05004320666193962,1.2580831050872803
4,4,0.051444947719573975,1.2458233833312988
4,5,0.051425229758024216,1.2453501224517822
4,6,0.04812919721007347,1.262066125869751
4,7,0.05173908919095993,1.230048656463623
4,8,0.04788517206907272,1.2637965679168701
4,9,0.049952249974012375,1.2469117641448975
4,10,0.048011139035224915,1.2664203643798828
4,11,0.04990227147936821,1.2683663368225098
4,12,0.049109961837530136,0.6694028377532959
5,0,0.04487770423293114,1.2489778995513916
5,1,0.05049287527799606,1.262249231338501
5,2,0.043342798948287964,1.2578380107879639
5,3,0.0464709997177124,1.2273850440979004
5,4,0.04670119285583496,1.2529797554016113
5,5,0.04684307426214218,1.2386574745178223
5,6,0.044002383947372437,1.2574379444122314
5,7,0.046003054827451706,1.2331972122192383
5,8,0.04059930145740509,1.2351205348968506
5,9,0.044186126440763474,1.2562639713287354
5,10,0.042797885835170746,1.2577297687530518
5,11,0.04541734978556633,1.260540246963501
5,12,0.03915807604789734,0.658207893371582
6,0,0.041600875556468964,1.2467339038848877
6,1,0.04389723762869835,1.2408204078674316
6,2,0.042235445231199265,1.2526702880859375
6,3,0.04139254242181778,1.2685232162475586
6,4,0.04309486597776413,1.2552316188812256
6,5,0.04233969375491142,1.2789251804351807
6,6,0.038211919367313385,1.2510271072387695
6,7,0.04336082935333252,1.2540857791900635
6,8,0.03464074432849884,1.2589917182922363
6,9,0.04300152510404587,1.271261215209961
6,10,0.03845783323049545,1.2406084537506104
6,11,0.040350060909986496,1.2575700283050537
6,12,0.04018823057413101,0.6633946895599365
7,0,0.03757626935839653,1.2741339206695557
7,1,0.03755065053701401,1.2313964366912842
7,2,0.03985103964805603,1.2621545791625977
7,3,0.037118375301361084,1.234978199005127
7,4,0.04075264185667038,1.26727294921875
7,5,0.039338618516922,1.2432940006256104
7,6,0.03659145534038544,1.2747089862823486
7,7,0.040969204157590866,1.2390611171722412
7,8,0.03947088122367859,1.2695934772491455
7,9,0.03574201092123985,1.255486011505127
7,10,0.041409678757190704,1.2774379253387451
7,11,0.03845006972551346,1.2544965744018555
7,12,0.03108029067516327,0.6462206840515137
8,0,0.03304429352283478,1.2502644062042236
8,1,0.03263280913233757,1.2446794509887695
8,2,0.035482507199048996,1.2553668022155762
8,3,0.036198750138282776,1.243833065032959
8,4,0.03611987829208374,1.2539470195770264
8,5,0.04093296080827713,1.2476706504821777
8,6,0.032528992742300034,1.2726762294769287
8,7,0.03617824614048004,1.2707622051239014
8,8,0.03240738436579704,1.240102767944336
8,9,0.03534973785281181,1.249687671661377
8,10,0.03330577537417412,1.2487435340881348
8,11,0.040366239845752716,1.2430760860443115
8,12,0.036687158048152924,0.6716868877410889
9,0,0.03293515741825104,1.2618324756622314
9,1,0.03527997061610222,1.273566722869873
9,2,0.03281379118561745,1.2673306465148926
9,3,0.035273388028144836,1.2501037120819092
9,4,0.03424021229147911,1.2693686485290527
9,5,0.035033389925956726,1.2419092655181885
9,6,0.03239934518933296,1.2528538703918457
9,7,0.03794116899371147,1.2647488117218018
9,8,0.03205958753824234,1.2687857151031494
9,9,0.03713689744472504,1.263657808303833
9,10,0.031530797481536865,1.2435579299926758
9,11,0.035085998475551605,1.2721142768859863
9,12,0.03144018352031708,0.6712899208068848
10,0,0.03299085423350334,1.2741422653198242
10,1,0.03488018363714218,1.266979455947876
10,2,0.03466298431158066,1.25321626663208
10,3,0.03079455904662609,1.280165672302246
10,4,0.033398982137441635,1.2680411338806152
10,5,0.03261001408100128,1.2487738132476807
10,6,0.03150494396686554,1.266082525253296
10,7,0.03431706875562668,1.2692553997039795
10,8,0.027775879949331284,1.2686371803283691
10,9,0.033239878714084625,1.2580342292785645
10,10,0.033601097762584686,1.2715885639190674
10,11,0.03638957068324089,1.2674939632415771
10,12,0.03381888195872307,0.6729280948638916
11,0,0.030604025349020958,1.252150535583496
11,1,0.03173305094242096,1.2412388324737549
11,2,0.03453788533806801,1.2818763256072998
11,3,0.030568037182092667,1.279371738433838
11,4,0.03431970626115799,1.2472834587097168
11,5,0.03602319955825806,1.278243064880371
11,6,0.030502481386065483,1.2809758186340332
11,7,0.029365433380007744,1.2783052921295166
11,8,0.03092440590262413,1.249556064605713
11,9,0.035025399178266525,1.2802996635437012
11,10,0.03176554664969444,1.2822792530059814
11,11,0.03411486744880676,1.2506341934204102
11,12,0.03245965391397476,0.6597881317138672
12,0,0.03162494674324989,1.2688477039337158
12,1,0.029135046526789665,1.2572321891784668
12,2,0.031062742695212364,1.2516205310821533
12,3,0.03397132456302643,1.2525253295898438
12,4,0.03224159777164459,1.2705316543579102
12,5,0.032058898359537125,1.2658679485321045
12,6,0.030968938022851944,1.2659399509429932
12,7,0.032952211797237396,1.2510559558868408
12,8,0.029868993908166885,1.2827873229980469
12,9,0.03500309959053993,1.2620363235473633
12,10,0.02833949588239193,1.281043529510498
12,11,0.029548626393079758,1.2474260330200195
12,12,0.030683185905218124,0.6510627269744873
13,0,0.032561104744672775,1.2397217750549316
13,1,0.030818670988082886,1.2473483085632324
13,2,0.0280953049659729,1.2602570056915283
13,3,0.03258591517806053,1.247363805770874
13,4,0.02565205655992031,1.2651426792144775
13,5,0.030570631846785545,1.2522523403167725
13,6,0.02757684886455536,1.255014419555664
13,7,0.02919384092092514,1.2756578922271729
13,8,0.0261714905500412,1.2485160827636719
13,9,0.031282804906368256,1.2694675922393799
13,10,0.02933328226208687,1.2845804691314697
13,11,0.03156372532248497,1.2437572479248047
13,12,0.029934655874967575,0.6612169742584229
14,0,0.029865577816963196,1.2608916759490967
14,1,0.03117518685758114,1.2713994979858398
14,2,0.029485728591680527,1.242154598236084
14,3,0.029617739841341972,1.2577052116394043
14,4,0.028327729552984238,1.2751796245574951
14,5,0.030718069523572922,1.2667961120605469
14,6,0.029827868565917015,1.2860779762268066
14,7,0.02937176078557968,1.2580945491790771
14,8,0.029204770922660828,1.2704737186431885
14,9,0.03171449527144432,1.2455167770385742
14,10,0.026989055797457695,1.263150930404663
14,11,0.03120896779000759,1.2539324760437012
14,12,0.03276440501213074,0.6653480529785156
15,0,0.02992142364382744,1.249990701675415
15,1,0.027978217229247093,1.24814772605896
15,2,0.02828769013285637,1.2717223167419434
15,3,0.027242353186011314,1.2720046043395996
15,4,0.02827262133359909,1.2814865112304688
15,5,0.02735053561627865,1.2539465427398682
15,6,0.02723374031484127,1.24947190284729
15,7,0.02897902950644493,1.2824397087097168
15,8,0.02869754657149315,1.246624231338501
15,9,0.031602807343006134,1.276895523071289
15,10,0.025799205526709557,1.2781829833984375
15,11,0.030825262889266014,1.2485525608062744
15,12,0.03172121196985245,0.6532304286956787
16,0,0.02652716636657715,1.2563071250915527
16,1,0.0279073566198349,1.2497289180755615
16,2,0.030449001118540764,1.2813470363616943
16,3,0.0298276599496603,1.242485523223877
16,4,0.029525963589549065,1.2631919384002686
16,5,0.031949233263731,1.283588171005249
16,6,0.028161462396383286,1.2829217910766602
16,7,0.029647812247276306,1.2808184623718262
16,8,0.02669207751750946,1.24918532371521
16,9,0.03052549622952938,1.2531230449676514
16,10,0.029178187251091003,1.2503643035888672
16,11,0.028558075428009033,1.275050163269043
16,12,0.024906467646360397,0.6717529296875
17,0,0.028407640755176544,1.2583417892456055
17,1,0.02555753104388714,1.2861957550048828
17,2,0.029096465557813644,1.2660102844238281
