0,10.551697592120744,159.9661979675293
1,skip,156.64221572875977
2,skip,155.70325803756714
3,skip,155.32544779777527
4,skip,155.4198923110962
5,skip,155.72119331359863
6,skip,155.28936624526978
7,skip,155.5301263332367
8,skip,155.57022953033447
9,skip,155.4054172039032
10,14.311341159222605,155.18512749671936
11,skip,154.82961630821228
12,skip,154.91031694412231
13,skip,154.7223789691925
14,skip,154.81445908546448
15,skip,155.03733205795288
16,skip,154.95944237709045
17,skip,155.22206687927246
18,skip,154.72287702560425
19,skip,154.91664361953735
20,14.771718852262598,154.8488485813141
21,skip,154.57847785949707
22,skip,154.810715675354
23,skip,154.72402215003967
24,skip,154.85947561264038
25,skip,154.32808446884155
26,skip,154.52443051338196
27,skip,154.53552412986755
28,skip,157.21116662025452
29,skip,155.96797609329224
30,14.982055195750219,155.566575050354
31,skip,156.66932320594788
32,skip,155.84335732460022
33,skip,156.07212114334106
34,skip,155.65636134147644
35,skip,157.86042046546936
36,skip,159.2057421207428
37,skip,155.67518615722656
38,skip,155.09294748306274
39,skip,156.3057987689972
40,15.200215400474063,155.0858793258667
41,skip,156.441392660141
42,skip,155.39592218399048
43,skip,154.94795751571655
44,skip,155.12369751930237
45,skip,154.7136218547821
46,skip,155.06237602233887
47,skip,154.62644290924072
48,skip,154.82292199134827
49,skip,154.61619067192078
50,15.256044242723075,154.7194221019745
51,skip,154.4116554260254
52,skip,154.44101190567017
53,skip,153.78515648841858
54,skip,154.04066133499146
55,skip,154.04365849494934
56,skip,154.02575373649597
57,skip,153.693541765213
58,skip,154.13025426864624
59,skip,153.7260127067566
60,15.142429732977478,153.74282264709473
61,skip,153.76447010040283
62,skip,153.3211648464203
63,skip,153.52940201759338
64,skip,153.0036153793335
65,skip,152.9414348602295
66,skip,152.96735668182373
67,skip,152.8124349117279
68,skip,152.7962293624878
69,skip,152.73443818092346
70,15.171755169263491,153.08540964126587
71,skip,152.94235825538635
72,skip,152.82071328163147
73,skip,152.94419860839844
74,skip,152.95544028282166
75,skip,152.82613730430603
76,skip,152.4681212902069
77,skip,152.53819108009338
78,skip,152.45059180259705
79,skip,152.55313634872437
80,15.24502176909062,152.68852424621582
81,skip,152.7501757144928
82,skip,152.4288113117218
83,skip,152.36125659942627
84,skip,152.39502477645874
85,skip,153.67524075508118
86,skip,154.5320200920105
87,skip,152.37575697898865
88,skip,152.4069766998291
89,skip,152.9121060371399
90,15.461501474553197,152.6424651145935
91,skip,152.50399231910706
92,skip,152.37827277183533
93,skip,152.83972644805908
94,skip,154.24588823318481
95,skip,154.31833171844482
96,skip,154.19788599014282
